ID,Mã Tài Sản (Asset Tag),Mã SpeedMaint,Tên Thiết Bị Y Tế,Model,Số Serial (S/N),Khoa / Phòng Ban,Mã Khoa,Nhóm Chuyên Khoa,Mức Rủi Ro (NĐ98),Hãng Sản Xuất,Xuất Xứ,Năm Sản Xuất,Trạng Thái Vận Hành,Ngày Đưa Vào SD,Ngày Kiểm Định,Hạn Kiểm Định,Số Giấy Chứng Nhận,Số Tem KĐ,Ghi Chú
373,BVQ7-TTB-00373,BM/BVQ7/00373,Máy thận nhân tạo,4008 S,GEN-7868680129920500365,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
374,BVQ7-TTB-00374,BM/BVQ7/00374,Máy thận nhân tạo,5008 S,4VSA0LMZ,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,Fresenius Medical Care AG,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-02-07,2027-02-06,0095.02.26Y,00427,
375,BVQ7-TTB-00375,BM/BVQ7/00375,Máy thận nhân tạo,5008 S,GEN-5728593435835171261,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
376,BVQ7-TTB-00376,BM/BVQ7/00376,Máy phá rung tim,TEC-5621,09292,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Cấp cứu & Máy phá rung tim,Mức D,Nihon Kohden,Giấy chứng nhận kiểm định an toàn và tính năng kỹ thuật,2026,IN_SERVICE,,2026-02-07,2027-02-06,0184.02.26Y,00359,
377,BVQ7-TTB-00377,BM/BVQ7/00377,Huyết áp kế lò xo / Áp kế y tế,N/A,997011,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-001/01.26H,26A 101349,
378,BVQ7-TTB-00378,BM/BVQ7/00378,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-2664689708115346171,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
379,BVQ7-TTB-00379,BM/BVQ7/00379,Huyết áp kế lò xo / Áp kế y tế,N/A,875255,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-002/01.26H,26A 101348,
380,BVQ7-TTB-00380,BM/BVQ7/00380,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-6413245870911668215,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
381,BVQ7-TTB-00381,BM/BVQ7/00381,Huyết áp kế lò xo / Áp kế y tế,Lò xo,GEN-6822312867175258807,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-003/01.26H,26A 101401,
382,BVQ7-TTB-00382,BM/BVQ7/00382,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-3731429689358038083,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
383,BVQ7-TTB-00383,BM/BVQ7/00383,Huyết áp kế lò xo / Áp kế y tế,Lò xo,997019,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,NaN,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-004/01.26H,26A 101400,
384,BVQ7-TTB-00384,BM/BVQ7/00384,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-4866148052518169209,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
385,BVQ7-TTB-00385,BM/BVQ7/00385,Huyết áp kế lò xo / Áp kế y tế,Lò xo,992116,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,NaN,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-005/01.26H,26A 101397,
386,BVQ7-TTB-00386,BM/BVQ7/00386,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-6790688924361448087,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
387,BVQ7-TTB-00387,BM/BVQ7/00387,Huyết áp kế lò xo / Áp kế y tế,Lò xo,035371,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,NaN,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-006/01.26H,26A 101563,
388,BVQ7-TTB-00388,BM/BVQ7/00388,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-4842539285807381118,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
389,BVQ7-TTB-00389,BM/BVQ7/00389,Huyết áp kế lò xo / Áp kế y tế,Lò xo,035350,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,NaN,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-007/01.26H,26A 101564,
390,BVQ7-TTB-00390,BM/BVQ7/00390,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-3380876367454394889,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
391,BVQ7-TTB-00391,BM/BVQ7/00391,Huyết áp kế lò xo / Áp kế y tế,HEM-8712,20240456619VG,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,NaN,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-008/01.26H,26A 101402,
392,BVQ7-TTB-00392,BM/BVQ7/00392,Huyết áp kế lò xo / Áp kế y tế,HEM-8712,GEN-3823453461339795906,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
393,BVQ7-TTB-00393,BM/BVQ7/00393,Huyết áp kế lò xo / Áp kế y tế,HEM-8712,20240456757VG,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,NaN,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-009/01.26H,26A 101569,
394,BVQ7-TTB-00394,BM/BVQ7/00394,Huyết áp kế lò xo / Áp kế y tế,HEM-8712,GEN-5754712902346610948,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
395,BVQ7-TTB-00395,BM/BVQ7/00395,Huyết áp kế lò xo / Áp kế y tế,HEM-7143T1,202406005061V,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,NaN,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-02-02,2027-02-28,056-010/02.26H,24A 131851,
396,BVQ7-TTB-00396,BM/BVQ7/00396,Huyết áp kế lò xo / Áp kế y tế,HEM-7143T1,GEN-161333810234185836,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
397,BVQ7-TTB-00397,BM/BVQ7/00397,Huyết áp kế lò xo / Áp kế y tế,Lò xo,P014632,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1000/01.26P,26A 101562,
398,BVQ7-TTB-00398,BM/BVQ7/00398,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-3133155654256665395,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
399,BVQ7-TTB-00399,BM/BVQ7/00399,Huyết áp kế lò xo / Áp kế y tế,Lò xo,P014556,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1001/01.26P,26A 101570,
400,BVQ7-TTB-00400,BM/BVQ7/00400,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-6864342358314957735,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
401,BVQ7-TTB-00401,BM/BVQ7/00401,Huyết áp kế lò xo / Áp kế y tế,Lò xo,P014470,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1002/01.26P,26A 101396,
402,BVQ7-TTB-00402,BM/BVQ7/00402,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-3340559437981477154,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
403,BVQ7-TTB-00403,BM/BVQ7/00403,Huyết áp kế lò xo / Áp kế y tế,Lò xo,P014557,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1003/01.26P,26A 101365,
404,BVQ7-TTB-00404,BM/BVQ7/00404,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-3819386423860283800,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
405,BVQ7-TTB-00405,BM/BVQ7/00405,Huyết áp kế lò xo / Áp kế y tế,Lò xo,P014466,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1004/01.26P,26A 101398,
406,BVQ7-TTB-00406,BM/BVQ7/00406,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-369047121915879541,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
407,BVQ7-TTB-00407,BM/BVQ7/00407,Huyết áp kế lò xo / Áp kế y tế,Lò xo,P014471,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1005/01.26P,26A 101399,
408,BVQ7-TTB-00408,BM/BVQ7/00408,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-4136156428334681795,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
409,BVQ7-TTB-00409,BM/BVQ7/00409,Huyết áp kế lò xo / Áp kế y tế,Lò xo,P014630,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1006/01.26P,26A 101567,
410,BVQ7-TTB-00410,BM/BVQ7/00410,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-3917058443936784468,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
411,BVQ7-TTB-00411,BM/BVQ7/00411,Huyết áp kế lò xo / Áp kế y tế,Lò xo,H21491,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1007/01.26P,26A 101568,
412,BVQ7-TTB-00412,BM/BVQ7/00412,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-99740381571172290,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
413,BVQ7-TTB-00413,BM/BVQ7/00413,Huyết áp kế lò xo / Áp kế y tế,Lò xo,H21506,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1008/01.26P,26A 101364,
414,BVQ7-TTB-00414,BM/BVQ7/00414,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-1035998272924247556,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
415,BVQ7-TTB-00415,BM/BVQ7/00415,Huyết áp kế lò xo / Áp kế y tế,Lò xo,P014625,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1009/01.26P,26A 101566,
416,BVQ7-TTB-00416,BM/BVQ7/00416,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-283184840066214218,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
417,BVQ7-TTB-00417,BM/BVQ7/00417,Cân sức khỏe y tế,MS-3500,C24005462,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,Charder,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-100/01.26M,26A 101571,
418,BVQ7-TTB-00418,BM/BVQ7/00418,Cân sức khỏe y tế,N/A,GEN-1932890003787543864,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
419,BVQ7-TTB-00419,BM/BVQ7/00419,Huyết áp kế lò xo / Áp kế y tế,Lò xo,P014561,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1010/01.26P,26A 101360,
420,BVQ7-TTB-00420,BM/BVQ7/00420,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-7654041011565581828,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
421,BVQ7-TTB-00421,BM/BVQ7/00421,Huyết áp kế lò xo / Áp kế y tế,Lò xo,P014633,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1011/01.26P,26A 101361,
422,BVQ7-TTB-00422,BM/BVQ7/00422,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-5927785535125260186,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
423,BVQ7-TTB-00423,BM/BVQ7/00423,Huyết áp kế lò xo / Áp kế y tế,Lò xo,P014629,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1012/01.26P,26A 101362,
424,BVQ7-TTB-00424,BM/BVQ7/00424,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-3359845117627988388,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
425,BVQ7-TTB-00425,BM/BVQ7/00425,Huyết áp kế lò xo / Áp kế y tế,Lò xo,P014558,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1013/01.26P,26A 101363,
426,BVQ7-TTB-00426,BM/BVQ7/00426,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-4652605074358784080,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
427,BVQ7-TTB-00427,BM/BVQ7/00427,Huyết áp kế lò xo / Áp kế y tế,Lò xo,1561,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Kaipu,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-1014/01.26P,26A 101561,
428,BVQ7-TTB-00428,BM/BVQ7/00428,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-875827775740092408,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
429,BVQ7-TTB-00429,BM/BVQ7/00429,Cân sức khỏe y tế,MS-3500,C24005460,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,Charder,Giấy chứng nhận kiểm định,2026,IN_SERVICE,,2026-01-30,2027-01-31,056-101/01.26M,26A 101565,
430,BVQ7-TTB-00430,BM/BVQ7/00430,Cân sức khỏe y tế,N/A,GEN-8647200590377689497,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
431,BVQ7-TTB-00431,BM/BVQ7/00431,Máy ly tâm phòng xét nghiệm,N/A,GEN-2183173691926450279,Khoa Xét Nghiệm Y Học,XN,Thiết bị y tế khác,Mức B,,,,IN_SERVICE,,,,,,
432,BVQ7-TTB-00432,BM/BVQ7/00432,Cân sức khỏe y tế,MS 4890,T24004101,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,Inbody,Giấy chứng nhận hiệu chuẩn,2026,IN_SERVICE,,2026-03-27,2027-03-27,056-1672/03.26,26A 201147,
433,BVQ7-TTB-00433,BM/BVQ7/00433,Cân sức khỏe y tế,N/A,GEN-3132009042300284356,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
434,BVQ7-TTB-00434,BM/BVQ7/00434,Nhiệt kế điện tử y tế,UTRED30-WIFI,A0A5003117GH,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Logtag,Giấy chứng nhận hiệu chuẩn,2026,IN_SERVICE,,2026-03-27,2027-03-27,056-1673/03.26,25A 201143,
435,BVQ7-TTB-00435,BM/BVQ7/00435,Nhiệt kế điện tử y tế,N/A,GEN-8689541196781729597,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
436,BVQ7-TTB-00436,BM/BVQ7/00436,Nhiệt kế điện tử y tế,UTRED16-F,A048005733TT,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Logtag,Giấy chứng nhận hiệu chuẩn,2026,IN_SERVICE,,2026-03-27,2027-03-27,056-1674/03.26,25A 201146,
437,BVQ7-TTB-00437,BM/BVQ7/00437,Nhiệt kế điện tử y tế,N/A,GEN-1814738594161828128,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
438,BVQ7-TTB-00438,BM/BVQ7/00438,Nhiệt ẩm kế tự ghi,TH600 B,KSNK01,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,NaN,Giấy chứng nhận hiệu chuẩn,2026,IN_SERVICE,,2026-03-27,2027-03-27,056-1675/01.26,,
439,BVQ7-TTB-00439,BM/BVQ7/00439,Nhiệt ẩm kế tự ghi,N/A,K01-27-03-2026,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
440,BVQ7-TTB-00440,BM/BVQ7/00440,Nhiệt ẩm kế tự ghi,N/A,GEN-2010365385678814237,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
441,BVQ7-TTB-00441,BM/BVQ7/00441,Nhiệt ẩm kế tự ghi,HTC-2,Q7NAK01,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,NaN,Giấy chứng nhận hiệu chuẩn,2026,IN_SERVICE,,2026-03-27,2027-03-27,056-1677/03.26,25A 201144,
442,BVQ7-TTB-00442,BM/BVQ7/00442,Nhiệt ẩm kế tự ghi,N/A,GEN-6567835412796799727,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
443,BVQ7-TTB-00443,BM/BVQ7/00443,Nhiệt ẩm kế tự ghi,TH600B,TH600B-CC1,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Anymetre,,2026,IN_SERVICE,,2026-01-23,2027-01-31,056-363/01.26,25A 213439,
444,BVQ7-TTB-00444,BM/BVQ7/00444,Nhiệt ẩm kế tự ghi,N/A,GEN-6895885461092426701,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
445,BVQ7-TTB-00445,BM/BVQ7/00445,Nhiệt ẩm kế tự ghi,TH600B,TH600B-CC2,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Anymetre,,2026,IN_SERVICE,,2026-01-23,2027-01-31,056-364/01.26,25A 213440,
446,BVQ7-TTB-00446,BM/BVQ7/00446,Nhiệt ẩm kế tự ghi,N/A,GEN-5333155511260396831,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
447,BVQ7-TTB-00447,BM/BVQ7/00447,Nhiệt ẩm kế tự ghi,TH600B,TH600B-CC3,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Anymetre,,2026,IN_SERVICE,,2026-01-23,2027-01-31,056-365/01.26,25A 213442,
448,BVQ7-TTB-00448,BM/BVQ7/00448,Nhiệt ẩm kế tự ghi,N/A,GEN-8931771589466741555,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
449,BVQ7-TTB-00449,BM/BVQ7/00449,Nhiệt ẩm kế tự ghi,TH600B,TH600B-CC5,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,PTMEDICAL,,2026,IN_SERVICE,,2026-01-23,2027-01-31,056-366/01.26,25A 213741,
450,BVQ7-TTB-00450,BM/BVQ7/00450,Nhiệt ẩm kế tự ghi,N/A,GEN-9100934540770620819,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
451,BVQ7-TTB-00451,BM/BVQ7/00451,Nhiệt ẩm kế tự ghi,JR913,JR913-CC1,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Anymetre,,2026,IN_SERVICE,,2026-01-23,2027-01-31,056-367/01.26,25A 213735,
452,BVQ7-TTB-00452,BM/BVQ7/00452,Nhiệt ẩm kế tự ghi,N/A,GEN-5974410181149666614,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
453,BVQ7-TTB-00453,BM/BVQ7/00453,Nhiệt ẩm kế tự ghi,HTC-2,HTC-2-CC1,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Trung Quốc,,2026,IN_SERVICE,,2026-01-23,2027-01-31,056-368/01.26,25A 213736,
454,BVQ7-TTB-00454,BM/BVQ7/00454,Nhiệt ẩm kế tự ghi,N/A,GEN-3331469848024259041,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
455,BVQ7-TTB-00455,BM/BVQ7/00455,Nhiệt ẩm kế tự ghi,TH600B,TH600B-CĐHA1,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Anymetre,Giấy chứng nhận hiệu chuẩn,2026,IN_SERVICE,,2026-01-23,2027-01-31,056-369/01.26,25A 213410,
456,BVQ7-TTB-00456,BM/BVQ7/00456,Nhiệt ẩm kế tự ghi,N/A,GEN-5348724894520730552,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
457,BVQ7-TTB-00457,BM/BVQ7/00457,Nhiệt ẩm kế tự ghi,TH600B,TH600B-CĐHA2,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Anymetre,Giấy chứng nhận hiệu chuẩn,2026,IN_SERVICE,,2026-01-23,2027-01-31,056-370/01.26,25A 213414,
458,BVQ7-TTB-00458,BM/BVQ7/00458,Nhiệt ẩm kế tự ghi,N/A,GEN-589769578149911442,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
459,BVQ7-TTB-00459,BM/BVQ7/00459,Nhiệt ẩm kế tự ghi,TH600B,TH600B-CĐHA4,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Anymetre,Giấy chứng nhận hiệu chuẩn,2026,IN_SERVICE,,2026-01-23,2027-01-31,056-371/01.26,25A 213411,
460,BVQ7-TTB-00460,BM/BVQ7/00460,Nhiệt ẩm kế tự ghi,N/A,GEN-4773522291479322425,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
461,BVQ7-TTB-00461,BM/BVQ7/00461,Nhiệt ẩm kế tự ghi,TH600B,TH600B-CĐHA5,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Anymetre,Giấy chứng nhận hiệu chuẩn,2026,IN_SERVICE,,2026-01-23,2027-01-31,056-372/01.26,25A 213409,
462,BVQ7-TTB-00462,BM/BVQ7/00462,Nhiệt ẩm kế tự ghi,N/A,GEN-2068681793288370298,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
463,BVQ7-TTB-00463,BM/BVQ7/00463,Nhiệt ẩm kế tự ghi,TH600B,TH600B-CĐHA6,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Anymetre,Giấy chứng nhận hiệu chuẩn,2026,IN_SERVICE,,2026-01-23,2027-01-31,056-373/01.26,25A 213413,
464,BVQ7-TTB-00464,BM/BVQ7/00464,Nhiệt ẩm kế tự ghi,N/A,GEN-6609993403343953326,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
465,BVQ7-TTB-00465,BM/BVQ7/00465,Nhiệt ẩm kế tự ghi,TH600B,TH600B-CĐHA7,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Anymetre,Giấy chứng nhận hiệu chuẩn,2026,IN_SERVICE,,2026-01-23,2027-01-31,056-374/01.26,25A 214168,
466,BVQ7-TTB-00466,BM/BVQ7/00466,Nhiệt ẩm kế tự ghi,N/A,GEN-4238134577499940255,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
467,BVQ7-TTB-00467,BM/BVQ7/00467,Nhiệt ẩm kế tự ghi,TH600B,TH600B-CĐHA8,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,Anymetre,Giấy chứng nhận hiệu chuẩn,2026,IN_SERVICE,,2026-01-23,2027-01-31,056-375/01.26,25A 213412,
468,BVQ7-TTB-00468,BM/BVQ7/00468,Nhiệt ẩm kế tự ghi,N/A,GEN-8536651285847627770,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
